country,iso_code,year,external_debt_pct_gni,debt_service_pct_exports,gdp_growth_pct,reserves_months_imports,inflation_pct,score_debt_gni,score_debt_service,score_gdp_growth,score_reserves,score_inflation,indicators_available,debt_risk_score,trend_slope,years_used,risk_tier
Azerbaijan,AZE,2024,17.0427856612147,11.3863005417684,4.15806800428062,4.66489670808289,2.21217188919901,9.748010610079575,53.056921995783554,42.01553004726536,44.16666666666666,32.91748741518931,5,36.380923346996894,3.5989071394774705,5.0,Moderate Risk
"Bahamas, The",BHS,2024,,,3.37866553336166,3.95320627474854,0.409162489083286,,,52.43079000675219,54.276315789473685,10.33048807178814,3,39.01253128933801,1.6961047517890535,5.0,Moderate Risk
Bahrain,BHR,2024,,,2.89710543153512,1.41650733987614,0.919635459817651,,,58.60904794058069,87.58771929824562,15.889691398555485,3,54.02881954579393,-2.673882606707803,5.0,Elevated Risk
Bangladesh,BGD,2024,22.2547977203389,15.7658301164336,4.22325911250161,3.07374348965567,10.4657482763412,17.407161803713528,69.21995783555867,41.10398379473329,66.49122807017544,86.7804771284745,5,56.20056172653109,6.840090327334831,5.0,Elevated Risk
Belarus,BLR,2024,46.1452886653758,10.4697875188332,4.34999638140579,1.95220373518424,5.78531910427998,54.244031830238725,49.402670414617006,39.51721809588116,81.11842105263158,68.22061720288903,5,58.500591719251496,-1.194916150515472,5.0,Elevated Risk
Belgium,BEL,2024,,,1.09775383828703,0.79142850611131,3.14349136500041,,,77.65023632680621,94.03508771929825,45.436638214051214,3,72.37398742005189,3.558960753902926,5.0,Elevated Risk
Belize,BLZ,2024,46.0428964719523,7.67121131772208,3.50466435023895,3.18652304107597,3.28955985952768,54.144562334217504,36.08573436401968,50.759621877110064,64.58333333333333,47.143795141168745,5,50.54340940996986,-1.2347347499242964,5.0,Elevated Risk
Benin,BEN,2024,66.5543408193995,26.8148132358465,7.45311566226201,,1.16093089640415,73.80636604774536,87.31553056921996,12.407157326130983,,18.669293061939157,4,48.04958675125887,-5.680640754314327,5.0,Moderate Risk
Bhutan,BTN,2024,,16.5776241652416,7.49856206754038,6.61474201389785,2.76131569624097,,71.36331693605061,12.238352464550983,24.846491228070175,40.66535346903042,4,37.27837852442555,-8.0321625881547,5.0,Moderate Risk
Bolivia,BOL,2024,32.5376974869568,17.787635656929,-1.12335595517212,1.86110946081755,5.09976568317427,34.94694960212202,74.27969079409698,88.8588791357191,82.34649122807018,63.84329174874152,5,68.85506050174996,13.9246596720797,5.0,Elevated Risk
Bosnia and Herzegovina,BIH,2024,49.1550732058777,10.8351325250283,3.22679979810856,6.48581729707101,1.69212733599723,57.02917771883289,51.08924806746311,54.237002025658335,25.723684210526315,25.738673670387392,5,42.76355713857361,5.531825304256918,5.0,Moderate Risk
Botswana,BWA,2024,11.9275332021357,4.71797953358513,-2.77988981666252,4.75676435737337,2.81835131676251,4.310344827586207,20.695713281799016,92.5894665766374,42.98245614035088,41.60647844167214,5,40.43689185360913,8.425532250823316,5.0,Moderate Risk
Brazil,BRA,2024,28.6612661075538,26.7439339145718,3.41931516501906,7.95558614184569,4.36746407652336,29.343501326259947,87.21011946591707,51.87373396353815,17.69736842105263,58.02144889472533,5,48.82923441429863,-1.4728618697509586,5.0,Moderate Risk
Brunei Darussalam,BRN,2024,,,4.05251709306727,5.50707918002426,-0.38867416503646,,,43.7035786630655,33.66228070175438,5.055810899540381,3,27.473890088120086,-5.868411604801897,5.0,Moderate Risk
Bulgaria,BGR,2024,,11.0918142755745,3.38708962009333,7.44881980065805,2.44651943006078,,52.00281096275474,52.31262660364619,19.64912280701753,36.41934777850733,4,40.09597703798145,-0.06719594138685002,5.0,Moderate Risk
Burkina Faso,BFA,2024,48.7617444251463,13.6006276960344,4.83395810163883,,4.19081721344523,56.66445623342176,61.52494729444835,33.87913571910872,,56.40183847669075,4,52.1175944309174,-7.309567391543926,5.0,Elevated Risk
Burundi,BDI,2024,47.1269669797444,,4.11227376394912,,20.2124925027847,55.172413793103445,,42.91019581363943,,95.64456117312322,3,64.57572359328869,2.3156071834125878,5.0,Elevated Risk
Cabo Verde,CPV,2024,86.8866144784781,12.623937653653,6.98888280991075,5.9943268130841,1.0481698336865,86.20689655172413,57.94096978215039,15.175557056043203,29.473684210526315,17.399868680236374,5,41.23939525613608,-4.892563006214888,5.0,Moderate Risk
Cambodia,KHM,2024,46.1114046291379,10.5425721165318,6.0158145735202,7.65134150273372,0.808042016536654,54.21087533156499,49.78917779339424,22.78865631330183,18.72807017543859,14.664040271394176,5,32.036163977018774,-5.957770176407988,5.0,Moderate Risk
Cameroon,CMR,2024,31.2876251648885,,3.52472308052245,5.27511403162855,4.53331349711606,33.189655172413794,,50.59081701553005,36.64473684210526,59.5753994309477,4,45.0001521152492,-0.4966800322154413,5.0,Moderate Risk
Canada,CAN,2024,,,2.04626605401701,1.54220711352669,2.38158383281173,,,68.46725185685348,85.94298245614036,35.412562924053404,3,63.27426574568242,1.6967546844186983,5.0,Elevated Risk
Central African Republic,CAF,2024,35.8540712601052,13.3966251157824,1.49999999847535,,1.47733600718743,40.11936339522546,60.646521433591005,73.73396353814991,,22.740205734296342,4,49.31001352531568,-5.885204520267099,5.0,Moderate Risk
Chad,TCD,2024,16.4018679739397,,4.95210484607125,,8.89950732263754,8.753315649867375,,32.900067521944635,,82.4688115561392,3,41.37406490931707,-4.1946117802361815,5.0,Moderate Risk
